664.13916,587.41482,656.10887,708.75167,nan,514.85107,580.98593,nan,673.19246,531.97248,588.56710,614.00035,626.09990,654.62542,543.09362,574.59130,660.47799,623.54009,626.90284,667.51941
606.24320,631.68021,581.12617,519.29940,522.28453,604.45923,588.02636,560.72381,619.08086,546.58371,606.68024,598.82865,549.60067,462.10765,687.39164,618.99823,440.15244,574.41428,623.62726,586.31156
nan,541.60394,610.51006,596.79098,589.01628,586.73827,611.98557,655.96328,568.19281,575.56560,609.63390,592.79100,623.13614,643.09744,677.47133,593.01335,463.36212,595.82253,621.23223,588.78270
590.80583,454.04949,630.47906,580.55806,509.33540,547.71468,548.11020,636.52494,633.69829,690.88502,638.87549,518.90104,515.44744,nan,694.00117,585.73511,633.52818,509.70652,483.36469,529.55858
578.56875,568.71742,586.19316,570.53913,640.75807,685.65282,602.17185,721.79985,561.93572,nan,623.26408,578.71207,670.62314,561.53353,679.36164,611.65050,753.92717,572.15311,587.83837,608.73911
469.13832,636.13591,628.85077,606.55910,507.33625,507.20634,635.19711,670.51072,695.66788,546.27351,538.15212,583.68367,481.45619,564.66413,651.10738,698.07615,616.74933,698.43322,624.65238,611.48183
589.71353,611.21622,584.70882,591.54535,nan,615.54191,600.86690,511.22520,585.55797,548.65972,477.10797,629.03302,693.52130,742.18381,693.74517,547.75191,670.51470,667.19394,480.73023,651.67731
637.63062,609.76850,617.31700,603.49844,697.91615,575.89267,nan,600.44334,616.53984,494.20501,683.27843,613.57199,634.14748,611.83896,588.81352,578.68551,605.76685,609.12314,669.31571,620.76346
591.99068,719.19391,523.23443,519.58745,621.27612,587.25760,493.52424,581.26622,557.36065,667.86772,562.72489,663.03688,627.58690,587.62015,601.27031,625.71952,461.51769,619.62410,577.25282,707.87516
558.52386,668.55384,449.10452,648.87750,616.56617,585.17901,nan,584.36636,625.38019,591.94509,492.73574,588.85135,734.08330,602.81077,617.44728,573.71673,610.44327,610.67673,584.32788,651.79580
544.61532,592.18829,630.30323,583.97975,526.56722,633.49585,541.07034,573.16151,nan,593.35630,574.23684,571.52461,640.85874,nan,578.54915,631.35931,578.67519,605.93653,667.66508,603.01759
551.06716,556.20440,562.99521,599.20175,651.48069,518.47219,537.76265,544.52753,495.03567,679.55536,597.81728,714.04676,514.53998,677.65094,557.90109,575.55782,540.66213,543.00817,520.57528,612.97998
521.14794,585.49189,599.44791,639.99664,606.02350,619.27955,630.86469,598.96495,621.80088,541.21679,553.47177,713.85065,599.29595,557.36996,682.79279,590.58944,561.21054,513.06051,646.76951,534.82195
